team,purse_spent,purse_left,players_bought,overseas_buys,player_id,player_name,player_fullname,birthdate,type,base_price,sold_price,sold_price_in_cr,status,transferred,overseas
Punjab Kings,1215000000,35000000,25/25,8-Aug,1175456,P Arya,Priyansh Arya,9/18/2001,BATTER,0,38000000,3.8,Retained,FALSE,FALSE
Punjab Kings,1215000000,35000000,25/25,8-Aug,1213979,MJ Owen,Mitchell Owen,9/16/2001,ALL_ROUNDER,0,30000000,3,Retained,FALSE,TRUE
Punjab Kings,1215000000,35000000,25/25,8-Aug,1210488,C Connolly,Cooper Connolly,8/22/2003,ALL_ROUNDER,20000000,30000000,3,New,FALSE,TRUE
Punjab Kings,1215000000,35000000,25/25,8-Aug,819429,Azmatullah Omarzai,Azmatullah Omarzai,3/24/2000,ALL_ROUNDER,0,24000000,2.4,Retained,FALSE,TRUE
Punjab Kings,1215000000,35000000,25/25,8-Aug,493773,LH Ferguson,Lockie Ferguson,6/13/1991,BOWLER,0,20000000,2,Retained,FALSE,TRUE
Punjab Kings,1215000000,35000000,25/25,8-Aug,777815,V Vyshak,Vijaykumar Vyshak,1/31/1997,BOWLER,0,18000000,1.8,Retained,FALSE,FALSE
Punjab Kings,1215000000,35000000,25/25,8-Aug,1070196,Yash Thakur,Yash Thakur,12/28/1998,BOWLER,0,16000000,1.6,Retained,FALSE,FALSE
Punjab Kings,1215000000,35000000,25/25,8-Aug,1168641,Harpreet Brar,Harpreet Brar,9/16/1995,ALL_ROUNDER,0,15000000,1.5,Retained,FALSE,FALSE
Punjab Kings,1215000000,35000000,25/25,8-Aug,732293,Vishnu Vinod,Vishnu Vinod,12/2/1993,BATTER,0,9500000,0.95,Retained,FALSE,FALSE
Punjab Kings,1215000000,35000000,25/25,8-Aug,1050545,XC Bartlett,Xavier Bartlett,12/17/1998,BOWLER,0,8000000,0.8,Retained,FALSE,TRUE
Punjab Kings,1215000000,35000000,25/25,8-Aug,1449053,V Nishad,Vishal Nishad,4/1/2005,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Punjab Kings,1215000000,35000000,25/25,8-Aug,1339698,Suryansh Shedge,Suryansh Shedge,1/29/2003,ALL_ROUNDER,0,3000000,0.3,Retained,FALSE,FALSE
Punjab Kings,1215000000,35000000,25/25,8-Aug,1324449,P Avinash,Pyla Avinash,7/7/2000,BATTER,0,3000000,0.3,Retained,FALSE,FALSE
Punjab Kings,1215000000,35000000,25/25,8-Aug,1316430,Musheer Khan,Musheer Khan,2/27/2005,ALL_ROUNDER,0,3000000,0.3,Retained,FALSE,FALSE
Punjab Kings,1215000000,35000000,25/25,8-Aug,1292496,Harnoor Singh,Harnoor Singh,1/30/2003,BATTER,0,3000000,0.3,Retained,FALSE,FALSE
Punjab Kings,1215000000,35000000,25/25,8-Aug,777515,P Dubey,Praveen Dubey,7/1/1993,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1151278,YBK Jaiswal,Yashasvi Jaiswal,12/28/2001,ALL_ROUNDER,0,180000000,18,Retained,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1175488,DC Jurel,Dhruv Jurel,1/21/2001,BATTER,0,140000000,14,Retained,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1079434,R Parag,Riyan Parag,11/10/2001,ALL_ROUNDER,0,140000000,14,Retained,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,234675,RA Jadeja,Ravindra Jadeja,12/6/1988,ALL_ROUNDER,0,140000000,14,Retained,TRUE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,669855,JC Archer,Jofra Archer,4/1/1995,BOWLER,0,125000000,12.5,Retained,FALSE,TRUE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,670025,SO Hetmyer,Shimron Hetmyer,12/26/1996,BATTER,0,110000000,11,Retained,FALSE,TRUE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1175441,Ravi Bishnoi,Ravi Bishnoi,9/5/2000,BOWLER,20000000,72000000,7.2,New,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,822553,TU Deshpande,Tushar Deshpande,5/15/1995,BOWLER,0,65000000,6.5,Retained,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,438362,Sandeep Sharma,Sandeep Sharma,5/18/1993,BOWLER,0,40000000,4,Retained,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,971349,N Burger,Nandre Burger,8/11/1995,BOWLER,0,35000000,3.5,Retained,FALSE,TRUE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,662973,SM Curran,Sam Curran,6/3/1998,ALL_ROUNDER,0,24000000,2.4,Retained,TRUE,TRUE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,450860,AF Milne,Adam Milne,4/13/1992,BOWLER,20000000,24000000,2.4,New,FALSE,TRUE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1294342,KT Maphaka,Kwena Maphaka,4/8/2006,BOWLER,0,15000000,1.5,Retained,FALSE,TRUE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1408688,V Sooryavanshi,Vaibhav Sooryavanshi,3/27/2011,BATTER,0,11000000,1.1,Retained,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,698315,D Ferreira,Donovan Ferreira,7/21/1998,BATTER,0,10000000,1,Retained,TRUE,TRUE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1461577,Ravi Singh,Ravi Singh,5/25/2001,BATTER,3000000,9500000,0.95,New,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1175457,SS Mishra,Sushant Mishra,12/23/2000,BOWLER,3000000,9000000,0.9,New,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1252585,SB Dubey,Shubham Dubey,8/27/1994,BATTER,0,8000000,0.8,Retained,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1163695,KR Sen,Kuldeep Sen,10/22/1996,BOWLER,7500000,7500000,0.75,New,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1206052,Yudhvir Singh,Yudhvir Singh,9/13/1997,ALL_ROUNDER,0,3500000,0.35,Retained,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1515186,Yash Raj Punja,Yash Raj Punja,6/26/2006,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1515046,Brijesh Sharma,Brijesh Sharma,12/16/1998,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1460388,V Puthur,Vignesh Puthur,3/2/2001,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1403261,Aman Rao,Aman Rao,6/2/2004,BATTER,3000000,3000000,0.3,New,FALSE,FALSE
Rajasthan Royals,1223500000,26500000,25/25,8-Aug,1385640,LG Pretorius,Lhuan-dre Pretorius,3/27/2006,BATTER,0,3000000,0.3,Retained,FALSE,TRUE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,253802,V Kohli,Virat Kohli,11/5/1988,BATTER,0,210000000,21,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,288284,JR Hazlewood,Josh Hazlewood,1/8/1991,BOWLER,0,125000000,12.5,Retained,FALSE,TRUE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,669365,PD Salt,Phil Salt,8/28/1996,BATTER,0,115000000,11.5,Retained,FALSE,TRUE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,823703,RM Patidar,Rajat Patidar,6/1/1993,BATTER,0,110000000,11,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,721867,JM Sharma,Jitesh Sharma,10/22/1993,BATTER,0,110000000,11,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,326016,B Kumar,Bhuvneshwar Kumar,2/5/1990,BOWLER,0,107500000,10.75,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,851403,VR Iyer,Venkatesh Iyer,12/25/1994,ALL_ROUNDER,20000000,70000000,7,New,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1161489,Rasikh Salam,Rasikh Salam,4/5/2000,BOWLER,0,60000000,6,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,471342,KH Pandya,Krunal Pandya,3/24/1991,ALL_ROUNDER,0,57500000,5.75,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1515303,Mangesh Yadav,Mangesh Yadav,10/10/2002,ALL_ROUNDER,3000000,52000000,5.2,New,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1159720,Yash Dayal,Yash Dayal,12/13/1997,BOWLER,0,50000000,5,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,892749,TH David,Tim David,3/16/1996,ALL_ROUNDER,0,30000000,3,Retained,FALSE,TRUE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1350792,Suyash Sharma,Suyash Sharma,5/15/2003,BOWLER,0,26000000,2.6,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1194959,JG Bethell,Jacob Bethell,10/23/2003,ALL_ROUNDER,0,26000000,2.6,Retained,FALSE,TRUE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1119026,D Padikkal,Devdutt Padikkal,7/7/2000,BATTER,0,20000000,2,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,547766,JA Duffy,Jacob Duffy,8/2/1994,BOWLER,20000000,20000000,2,New,FALSE,TRUE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,955235,N Thushara,Nuwan Thushara,8/6/1994,BOWLER,0,16000000,1.6,Retained,FALSE,TRUE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,677077,R Shepherd,Romario Shepherd,11/26/1994,ALL_ROUNDER,0,15000000,1.5,Retained,FALSE,TRUE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1112537,JM Cox,Jordan Cox,10/21/2000,BATTER,7500000,7500000,0.75,New,FALSE,TRUE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,232292,Swapnil Singh,Swapnil Singh,1/22/1991,ALL_ROUNDER,0,5000000,0.5,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1515302,S Deswal,Satvik Deswal,3/23/2007,ALL_ROUNDER,3000000,3000000,0.3,New,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1490396,K Chouhan,Kanishk Chouhan,9/26/2006,ALL_ROUNDER,3000000,3000000,0.3,New,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1449085,Abhinandan Singh,Abhinandan Singh,3/30/1997,BOWLER,0,3000000,0.3,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1354132,VM Malhotra,Vihaan Malhotra,1/1/2007,ALL_ROUNDER,3000000,3000000,0.3,New,FALSE,FALSE
Royal Challengers Bengaluru,1247500000,2500000,25/25,8-Aug,1292520,VK Ostwal,Vicky Ostwal,9/1/2002,ALL_ROUNDER,3000000,3000000,0.3,New,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,436757,H Klaasen,Heinrich Klaasen,7/30/1991,BATTER,0,230000000,23,Retained,FALSE,TRUE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,489889,PJ Cummins,Pat Cummins,5/8/1993,ALL_ROUNDER,0,180000000,18,Retained,FALSE,TRUE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1070183,Abhishek Sharma,Abhishek Sharma,9/4/2000,ALL_ROUNDER,0,140000000,14,Retained,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,530011,TM Head,Travis Head,12/29/1993,BATTER,0,140000000,14,Retained,FALSE,TRUE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,403902,LS Livingstone,Liam Livingstone,8/4/1993,ALL_ROUNDER,20000000,130000000,13,New,FALSE,TRUE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,720471,Ishan Kishan,Ishan Kishan,7/18/1998,BATTER,0,112500000,11.25,Retained,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,390481,HV Patel,Harshal Patel,11/23/1990,ALL_ROUNDER,0,80000000,8,Retained,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1175496,K Nitish Kumar Reddy,Nitish Kumar Reddy,5/26/2003,ALL_ROUNDER,0,60000000,6,Retained,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1088610,J Edwards,Jack Edwards,4/19/2000,ALL_ROUNDER,5000000,30000000,3,New,FALSE,TRUE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1199281,S Arora,Salil Arora,11/7/2002,BATTER,3000000,15000000,1.5,New,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1306214,E Malinga,Eshan Malinga,2/4/2001,BOWLER,0,12000000,1.2,Retained,FALSE,TRUE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,596417,BA Carse,Brydon Carse,7/31/1995,ALL_ROUNDER,0,10000000,1,Retained,FALSE,TRUE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,390484,JD Unadkat,Jaydev Unadkat,10/18/1991,BOWLER,0,10000000,1,Retained,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1079848,Shivam Mavi,Shivam Mavi,11/26/1998,BOWLER,7500000,7500000,0.75,New,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,784373,PHKD Mendis,Kamindu Mendis,9/30/1998,ALL_ROUNDER,0,7500000,0.75,Retained,FALSE,TRUE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,942371,Zeeshan Ansari,Zeeshan Ansari,12/16/1999,BOWLER,0,4000000,0.4,Retained,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1515304,O Tarmale,Onkar Tarmale,8/22/2002,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1512257,Amit Kumar,Amit Kumar,11/2/2002,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1512089,Shivang Kumar,Shivang Kumar,5/26/2002,ALL_ROUNDER,3000000,3000000,0.3,New,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1467631,KB Fuletra,Krains Fuletra,6/19/2004,ALL_ROUNDER,3000000,3000000,0.3,New,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1409976,AU Verma,Aniket Verma,2/5/2002,BATTER,0,3000000,0.3,Retained,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1340422,Sakib Hussain,Sakib Hussain,12/14/2004,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1327722,R Smaran,Ravichandran Smaran,5/5/2003,BATTER,0,3000000,0.3,Retained,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1216167,PP Hinge,Praful Hinge,1/18/2002,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Sunrisers Hyderabad,1195500000,54500000,25/25,8-Aug,1216159,HS Dubey,Harsh Dubey,7/23/2002,ALL_ROUNDER,0,3000000,0.3,Retained,FALSE,FALSE
