year,team,purse_spent,purse_left,player_id,player_name,player_fullname,birthdate,type,cost_inr_lakh,cost_usd_000,status,transferred,overseas
2024,Lucknow Super Giants,99.05 cr,0.95 cr,424377,K Gowtham,K Gowtham,,AR,90,108,Retained,False,False
2024,Lucknow Super Giants,99.05 cr,0.95 cr,31107,Amit Mishra,Amit Mishra,,BOW,50,60,Retained,False,False
2024,Lucknow Super Giants,99.05 cr,0.95 cr,348056,Kyle Mayers,Kyle Mayers,,AR,50,60,Retained,False,True
2024,Lucknow Super Giants,99.05 cr,0.95 cr,793447,Naveen-ul-Haq,Naveen-ul-Haq,,BOW,50,60,Retained,False,True
2024,Lucknow Super Giants,99.05 cr,0.95 cr,1070196,Yash Thakur,Yash Thakur,,BOW,45,54,Retained,False,False
2024,Lucknow Super Giants,99.05 cr,0.95 cr,1132005,Mohsin Khan,Mohsin Khan,,BOW,20,24,Retained,False,False
2024,Lucknow Super Giants,99.05 cr,0.95 cr,1151270,Ayush Badoni,Ayush Badoni,,AR,20,24,Retained,False,False
2024,Lucknow Super Giants,99.05 cr,0.95 cr,1206052,Yudhvir Singh,Yudhvir Singh,,AR,20,24,Retained,False,False
2024,Lucknow Super Giants,99.05 cr,0.95 cr,1244751,Arshad Khan,Arshad Khan,,AR,20,24,New,False,False
2024,Lucknow Super Giants,99.05 cr,0.95 cr,1292563,Mayank Yadav,Mayank Yadav,,BOW,20,24,Retained,False,False
2024,Lucknow Super Giants,99.05 cr,0.95 cr,1403153,Arshin Kulkarni,Arshin Kulkarni,,AR,20,24,New,False,False
2024,Lucknow Super Giants,99.05 cr,0.95 cr,956871,Prerak Mankad,Prerak Mankad,,AR,20,24,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,793463,Rashid Khan,Rashid Khan,,BOW,1500,1807,Retained,False,True
2024,Gujarat Titans,92.15 cr,7.85 cr,1123718,Spencer Johnson,Spencer Johnson,,BOW,1000,1204,New,False,True
2024,Gujarat Titans,92.15 cr,7.85 cr,423838,Rahul Tewatia,Rahul Tewatia,,AR,900,1084,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,1070173,Shubman Gill,Shubman Gill,,BAT,800,963,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,719719,M Shahrukh Khan,M Shahrukh Khan,,AR,740,891,New,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,481896,Mohammed Shami,Mohammed Shami,,BOW,625,753,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,376116,Umesh Yadav,Umesh Yadav,,BOW,580,698,New,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,928067,Josh Little,Josh Little,,BOW,440,530,Retained,False,True
2024,Gujarat Titans,92.15 cr,7.85 cr,1350762,Robin Minz,Robin Minz,,BAT/WK,360,433,New,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,1048739,R Sai Kishore,R Sai Kishore,,BOW,300,361,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,321777,David Miller,David Miller,,BAT,300,361,Retained,False,True
2024,Gujarat Titans,92.15 cr,7.85 cr,778963,Abhinav Manohar,Abhinav Manohar,,BAT,260,313,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,230193,Matthew Wade,Matthew Wade,,BAT/WK,240,289,Retained,False,True
2024,Gujarat Titans,92.15 cr,7.85 cr,1175457,Sushant Mishra,Sushant Mishra,,BOW,220,265,New,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,277906,Kane Williamson,Kane Williamson,,BAT,200,240,Retained,False,True
2024,Gujarat Titans,92.15 cr,7.85 cr,279810,Wriddhiman Saha,Wriddhiman Saha,,BAT/WK,190,228,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,447587,Jayant Yadav,Jayant Yadav,,AR,170,204,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,477021,Vijay Shankar,Vijay Shankar,,AR,140,168,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,1122918,Kartik Tyagi,Kartik Tyagi,,BOW,60,72,New,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,537119,Mohit Sharma,Mohit Sharma,,BOW,50,60,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,819429,Azmatullah Omarzai,Azmatullah Omarzai,,AR,50,60,New,False,True
2024,Gujarat Titans,92.15 cr,7.85 cr,1182529,Noor Ahmad,Noor Ahmad,,BOW,30,36,Retained,False,True
2024,Gujarat Titans,92.15 cr,7.85 cr,1111917,Darshan Nalkande,Darshan Nalkande,,AR,20,24,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,1151288,Sai Sudharsan,Sai Sudharsan,,AR,20,24,Retained,False,False
2024,Gujarat Titans,92.15 cr,7.85 cr,1175426,Manav Suthar,Manav Suthar,,BOW,20,24,New,False,False
